Site,Linking pages,Target pages
medium.com,2,1
apsense.com,1,1
blogginaway.com,1,1
blogspot.com,1,1
canariblogs.com,1,1
full-design.com,1,1
linktr.ee,1,1
personalwebsites.org,1,1
