Site,Linking pages,Target pages
medium.com,4,2
about.me,2,2
linktr.ee,2,2
blogspot.com,1,1
cityhunt.com,1,1
dibiz.com,1,1
nownownow.com,1,1
personalwebsites.org,1,1
