Site,Linking pages,Target pages
twicopy.com,6,2
x.com,6,2
2ip.ru,4,2
libsyn.com,4,2
medium.com,4,3
tropicalmba.com,4,2
xhunt.ai,4,2
about.me,3,3
100mba.net,2,2
amazon.de,2,2
apsense.com,2,2
copywritingcourse.com,2,2
feedio.co,2,2
iheart.com,2,2
issuu.com,2,1
leanmarketing.com,2,2
linktr.ee,2,2
noahkagan.com,2,2
personalwebsites.org,2,2
player.fm,2,2
pods.ee,2,2
practicalecommerce.com,2,2
sendfox.com,2,2
tapesearch.com,2,2
tlaopodcast.com,2,2
amazon.co.uk,1,1
slideshare.net,1,1
thefutur.com,1,1
