Site,Linking pages,Target pages
about.me,2,2
graphicpolicy.com,2,1
blogspot.com,1,1
complex.com,1,1
csdn.net,1,1
designsekcja.pl,1,1
linktr.ee,1,1
nickgray.net,1,1
polkadot.it,1,1
zencos.com,1,1
