Site,Linking pages,Target pages
issuu.com,2,1
about.me,1,1
blogspot.com,1,1
bye.fyi,1,1
kit.com,1,1
linktr.ee,1,1
medium.com,1,1
personalwebsites.org,1,1
vs3.net,1,1
