Site,Linking pages,Target pages
spotify.com,16,1
ivoox.com,8,1
medium.com,3,2
about.me,2,2
podscan.fm,2,1
blogspot.com,1,1
drjack.world,1,1
linktr.ee,1,1
personalwebsites.org,1,1
smartrecruiters.com,1,1
zoominfo.com,1,1
