Site,Linking pages,Target pages
about.me,2,2
linktr.ee,2,2
medium.com,2,2
blogspot.com,1,1
cityhunt.com,1,1
dibiz.com,1,1
indieweb.org,1,1
nownownow.com,1,1
personalwebsites.org,1,1
