Site,Linking pages,Target pages
medium.com,3,1
about.me,2,2
graphicpolicy.com,2,1
csdn.net,1,1
designsekcja.pl,1,1
nickgray.net,1,1
seol.store,1,1
vs3.net,1,1
zencos.com,1,1
