Site,Linking pages,Target pages
ryanckulp.com,7,2
about.me,2,2
linktr.ee,2,2
medium.com,2,1
nickgray.net,2,1
stevensonandhugheslawfirm.com,2,2
babinec.com,1,1
c99.nl,1,1
linkedin.com,1,1
nathanbarry.com,1,1
nownownow.com,1,1
teten.com,1,1
tracxn.com,1,1
twicopy.com,1,1
twstalker.com,1,1
x.com,1,1
